Index,Height,Weight,Age
11181,66.53866,124.4463,19
11182,69.2864,139.5923,31
11183,67.22009,133.8821,27
11184,68.40132,109.7327,15
11185,68.52054,130.0861,24
11186,66.77642,148.078,29
11187,70.20339,137.6673,7
11188,67.77726,138.0438,20
11189,65.15073,99.8475,20
11190,68.77137,129.1743,5
11191,70.98235,127.8665,27
11192,67.44011,138.8552,20
11193,67.5907,137.1565,32
11194,68.09234,122.353,17
11195,68.58477,119.8123,25
11196,63.92414,94.96925,21
11197,67.13792,126.5541,14
11198,67.96822,131.4434,37
11199,67.40732,117.0252,19
11200,70.08201,142.9877,13
11201,67.77124,119.2235,
11202,69.15034,127.5277,21
11203,67.00199,137.932,16
11204,69.23248,132.5571,23
11205,67.98002,129.1731,31
11206,67.20279,102.0226,11
11207,68.98976,124.2182,3
11208,68.5983,126.5379,10
11209,66.25204,146.6106,13
11210,63.77589,127.3544,36
11211,67.96185,125.154,0
11212,66.16809,111.7997,13
11213,68.50417,131.5771,28
11214,67.70934,136.3176,20
11215,63.33119,112.6251,16
11216,70.0918,139.5179,
11217,68.30094,134.7177,11
11218,66.46884,138.402,
11219,68.88676,127.648,29
11220,69.38352,122.0678,18
11221,69.00483,137.6559,1000
11222,70.05784,116.6165,13
11223,65.10116,123.1258,30
11224,71.15266,130.5181,24
11225,67.87661,108.9897,29
11226,66.02093,127.3182,29
11227,67.78396,114.3916,15
11228,69.83424,118.4764,30
11229,66.39018,108.4403,14
11230,67.72204,116.2668,21
11231,67.0671,110.0552,14
11232,70.70367,135.5553,5
11233,70.03981,138.4753,30
11234,68.47663,138.7668,-6
11235,69.2047,140.5522,22
11236,65.23394,112.5476,20
11237,68.89622,144.4723,11
11238,71.20184,146.1089,12
11239,73.45384,142.0065,33
11240,64.68783,129.2138,23
11241,66.5181,97.54695,21
11242,66.56509,111.3128,8
11243,67.75376,105.9587,-1
11244,62.91681,123.054,4
11245,65.18677,111.6079,
11246,66.5578,116.3412,22
11247,71.6577,143.3796,19
11248,64.46785,118.9773,31
11249,66.28272,112.249,20
11250,68.42883,119.7445,23
11251,69.38397,123.9979,28
11252,65.31926,120.0737,14
11253,68.66193,123.2477,28
11254,65.97339,115.6794,0
11255,69.51667,129.7024,18
11256,68.22985,122.1816,22
11257,69.83,136.8307,33
11258,63.61518,107.139,26
11259,67.99998,136.646,24
11260,66.89939,144.4917,
11261,68.73884,133.8346,14
11262,69.17398,139.6385,15
11263,70.58871,131.6732,19
11264,67.8682,119.9805,11
11265,68.39892,134.7468,25
11266,67.88895,121.1382,
11267,64.38742,116.0245,22
11268,66.96466,129.3706,17
11269,65.86538,128.5607,20
11270,65.82647,122.1977,28
11271,70.51289,138.8583,27
11272,70.42931,125.3635,14
11273,66.10171,118.9452,21
11274,65.46048,131.205,11
11275,70.91162,140.5079,36
11276,68.69449,127.6927,2
11277,71.75246,149.9238,15
11278,64.82819,143.4204,32
11279,66.6091,109.1462,30
11280,67.779,133.1513,
11281,66.56978,128.282,34
11282,68.13511,115.708,18
11283,68.51757,119.3005,31
11284,68.07689,121.7782,26
11285,70.14804,133.7709,25
11286,70.35962,144.1309,21
11287,67.58689,118.6697,14
11288,65.03137,125.7451,28
11289,67.36342,127.2779,32
11290,65.76034,109.628,15
11291,67.10885,122.7538,31
11292,68.75557,143.1601,14
11293,70.97344,129.3743,21
11294,65.26892,127.3683,19
11295,65.66247,131.7569,29
11296,66.53827,113.4029,15
11297,66.90975,128.4934,21
11298,69.51623,131.5506,18
11299,66.61461,114.4853,13
11300,71.62343,119.7512,24
11301,70.05513,123.5191,25
11302,67.48898,125.501,18
11303,68.36694,104.503,26
11304,69.26121,129.5221,9
11305,67.87778,130.2365,15
11306,63.20626,116.3739,32
11307,69.67947,134.5489,30
11308,67.37164,124.1367,23
11309,67.66896,114.7549,42
11310,67.71607,111.9589,16
11311,67.58095,136.4722,8
11312,68.11599,117.5179,
11313,68.93673,144.2782,41
11314,67.62937,120.1249,27
11315,65.94814,121.1693,17
11316,69.25978,134.5615,18
11317,65.95706,128.8891,31
11318,67.99681,130.7289,16
11319,67.76218,137.1791,27
11320,66.67503,122.4975,21
11321,66.98501,125.9014,22
11322,67.45441,131.5585,
11323,66.42304,127.2729,21
11324,67.08303,128.7227,2
11325,66.55348,110.5548,7
11326,66.76286,139.0637,5
11327,68.62482,147.0216,35
11328,67.54028,126.4595,12
11329,68.83293,131.422,33
11330,67.36371,116.3804,40
11331,68.47048,133.9893,26
11332,67.35037,132.3045,27
11333,68.10823,125.0725,11
11334,68.51138,131.3701,17
11335,68.68777,114.4842,30
11336,66.79129,121.9002,14
11337,67.79664,115.3191,18
11338,68.8252,137.6658,3
11339,66.59959,127.6122,3
11340,65.16559,121.0852,17
11341,68.93245,127.1722,1000
11342,69.16312,132.6592,8
11343,69.49148,121.6419,6
11344,66.46241,132.0125,
11345,69.93643,141.8868,18
11346,68.58906,118.2895,6
11347,65.72053,127.1461,19
11348,67.94094,104.2896,19
11349,68.11806,131.5896,27
11350,69.43335,140.3956,17
11351,68.95852,130.0709,7
11352,68.00487,92.95851,9
11353,65.62079,100.0969,24
11354,69.52389,118.3399,36
11355,64.75006,108.3967,18
11356,70.17871,121.1313,31
11357,68.68662,148.4892,6
11358,65.90203,109.0414,21
11359,67.41875,122.7271,
11360,68.51834,125.1308,38
11361,70.02573,158.5864,14
11362,68.74884,129.8334,27
11363,69.46722,120.5883,11
11364,67.36649,125.7361,27
11365,68.23045,140.7733,15
11366,67.9815,125.7448,8
11367,68.72434,123.4432,27
11368,71.81276,136.7116,13
11369,63.63521,101.8813,20
11370,67.11628,139.6614,29
11371,67.51086,114.2835,22
11372,69.88008,124.5219,20
11373,66.37702,105.9248,18
11374,67.77136,126.5531,30
11375,67.01918,131.7105,22
11376,66.55379,126.9896,17
11377,66.72728,111.0062,
11378,69.10831,139.2123,33
11379,70.36453,128.2677,16
11380,66.25151,131.1318,4
11381,67.61697,107.4615,17
11382,67.69783,120.3788,20
11383,66.46549,117.7681,24
11384,67.59571,130.1581,39
11385,70.4309,134.4154,17
11386,65.11059,97.59535,
11387,67.47219,135.7524,23
11388,66.65897,113.2162,14
11389,64.2838,126.9371,27
11390,68.47012,127.5937,21
11391,66.25226,117.278,18
11392,68.30287,137.5881,4
11393,70.01965,130.8984,13
11394,66.94063,132.4786,19
11395,65.36655,132.6127,40
11396,66.4126,114.6091,33
11397,68.26581,125.0861,30
11398,68.2852,118.9217,11
11399,67.42465,141.9674,18
11400,63.37186,115.6628,13
11401,69.72835,123.179,22
11402,66.38974,94.80076,34
11403,69.55925,131.0935,29
11404,69.54116,117.8275,11
11405,67.83505,121.0242,6
11406,68.22833,143.0423,17
11407,68.45736,132.6294,11
11408,67.01063,120.9344,22
11409,67.58458,147.5025,26
11410,67.11171,111.7266,4
11411,66.05492,120.0749,27
11412,65.65432,121.643,
11413,67.09664,148.0281,14
11414,68.93253,109.7752,3
11415,67.50893,112.6096,12
11416,67.88135,142.5829,30
11417,70.51084,130.5145,23
11418,68.07978,140.6775,17
11419,69.61803,131.27,23
11420,65.53941,121.7807,-2
11421,66.70491,134.6241,15
11422,68.82601,115.8979,25
11423,70.60592,135.8761,11
11424,67.08397,124.4171,14
11425,67.58198,138.0321,30
11426,67.32686,105.214,24
11427,67.85523,132.0323,17
11428,66.15898,146.9268,14
11429,67.95819,124.9584,26
11430,65.16544,129.9676,16
11431,69.54452,146.005,31
11432,66.35121,121.1278,34
11433,68.26571,136.2651,19
11434,70.29475,130.4589,28
11435,68.02599,142.3053,22
11436,65.53207,118.0806,27
11437,70.76347,150.6201,14
11438,65.3266,123.7902,35
11439,66.51846,130.4262,15
11440,66.29182,129.1751,12
11441,66.16228,125.6023,15
11442,67.97724,134.5728,15
11443,66.47067,105.241,8
11444,67.51785,136.9115,14
11445,69.16624,135.3094,27
11446,70.0874,131.5153,20
11447,68.02869,123.587,
11448,67.82592,133.6891,19
11449,67.61981,104.6315,13
11450,65.9637,130.3269,0
11451,67.72006,103.2679,30
11452,67.48496,91.91782,13
11453,68.24513,128.9407,19
11454,67.35061,135.0216,46
11455,68.18075,135.0446,25
11456,70.672,124.9177,28
11457,66.81834,126.3595,35
11458,68.75229,126.7573,19
11459,67.35564,126.2663,18
11460,66.95961,129.0322,10
11461,67.73721,111.3459,25
11462,67.64532,140.2121,13
11463,65.21358,124.1369,27
11464,65.1571,131.4201,13
11465,67.40133,122.2223,30
11466,67.65074,137.8933,21
11467,63.8874,114.223,27
11468,66.85228,124.4828,19
11469,65.93881,125.8178,26
11470,65.07901,121.0964,23
11471,68.66259,138.6358,17
11472,66.63069,144.0267,23
11473,68.1916,121.9667,26
11474,64.72033,119.4164,21
11475,67.76005,129.9217,30
11476,67.78329,126.7556,18
11477,68.09923,126.4184,12
11478,69.21335,128.8556,31
11479,67.75819,137.4614,12
11480,70.39946,134.2599,29
11481,65.93766,127.9704,20
11482,66.11839,127.0232,17
11483,66.01019,115.0187,32
11484,71.63081,135.4107,18
11485,66.62993,144.5351,20
11486,68.48521,90.53995,25
11487,68.10699,129.2909,7
11488,70.27703,134.3019,16
11489,69.75105,126.0679,29
11490,68.98237,115.8649,14
11491,65.64452,125.3238,24
11492,68.91636,124.459,37
11493,66.61896,132.9899,19
11494,68.60604,125.6796,-1
11495,67.30725,123.1893,18
11496,70.75095,135.5127,11
11497,67.58887,124.922,29
11498,64.50132,123.3747,11
11499,73.27528,142.7375,15
11500,68.25937,129.5475,19
11501,67.91946,118.9415,27
11502,67.31071,112.7087,7
11503,67.7966,137.8801,
11504,71.29452,144.6277,27
11505,68.27275,115.1205,12
11506,66.86544,104.0809,21
11507,67.73325,106.3248,20
11508,70.2269,146.4763,25
11509,69.62197,133.916,7
11510,67.48527,109.9157,26
11511,68.09415,131.2306,43
11512,66.09287,147.1966,21
11513,67.42801,128.0001,44
11514,69.08861,111.019,24
11515,65.70473,119.4562,0
11516,66.52344,134.9003,19
11517,68.67632,115.3375,11
11518,68.36099,131.3844,29
11519,66.34405,114.0256,17
11520,65.46233,101.7174,9
11521,65.38562,92.82921,22
11522,70.29342,131.0869,25
11523,66.81702,107.4364,17
11524,67.09018,126.1098,17
11525,69.10457,137.515,3
11526,68.6582,126.1272,43
11527,67.69463,129.6272,29
11528,69.41766,135.0258,2
11529,64.90194,123.585,23
11530,66.4883,136.8641,12
11531,71.09216,123.2561,25
11532,71.94657,134.3756,13
11533,68.15531,137.0752,23
11534,68.32479,124.3728,30
11535,70.93105,119.3693,28
11536,62.55787,105.7505,9
11537,68.72459,133.1973,33
11538,68.56969,123.2818,24
11539,70.70114,129.2904,11
11540,67.2195,134.9439,12
11541,69.42099,145.046,29
11542,65.2954,122.5997,13
11543,67.5127,127.4652,22
11544,68.61443,130.1691,18
11545,68.23227,129.3011,33
11546,69.06606,124.9616,21
11547,67.76769,132.9052,31
11548,67.19954,131.7003,27
11549,66.19999,111.3766,17
11550,67.15817,124.6763,15
11551,65.80976,119.5688,24
11552,68.72661,148.7831,27
11553,71.01527,115.5961,28
11554,70.3378,122.886,24
11555,66.60132,117.6958,4
11556,66.10835,118.365,11
11557,65.54454,125.6417,18
11558,67.08775,139.4027,28
11559,70.91229,151.9319,15
11560,70.05033,135.0001,
11561,67.91474,130.4542,7
11562,70.44997,140.0553,20
11563,69.43277,112.1645,33
11564,70.69946,131.2794,18
11565,69.62487,120.4721,19
11566,70.95555,134.9733,9
11567,69.55239,154.2355,21
11568,66.67652,116.072,8
11569,68.94487,136.0275,9
11570,69.06771,126.5166,18
11571,68.68065,113.9339,11
11572,69.75765,118.3588,31
11573,65.74407,112.5993,22
11574,69.90579,118.7813,25
11575,67.49642,144.7324,20
11576,71.55734,146.4177,18
11577,68.87168,132.5791,
11578,67.23421,117.092,8
11579,68.63376,119.0942,16
11580,68.65065,118.3285,8
11581,66.63756,135.3268,7
11582,67.87931,113.0279,14
11583,65.95049,144.2777,1
11584,69.46751,118.2912,36
11585,65.32821,107.3803,29
11586,66.76294,121.2519,14
11587,68.5428,117.004,21
11588,68.91044,142.8254,23
11589,68.84368,150.6553,8
11590,73.38937,136.7121,20
11591,66.86841,116.4109,25
11592,67.52516,107.2826,34
11593,68.13449,121.8903,24
11594,68.39998,129.8416,37
11595,68.75545,141.6232,12
11596,71.22681,118.0369,31
11597,69.02697,118.4175,
11598,69.36506,149.4627,17
11599,71.48858,139.2446,28
11600,70.03975,139.38,31
11601,65.86983,115.7434,16
11602,64.18612,112.8632,14
11603,68.22537,119.4641,29
11604,67.57609,126.8161,19
11605,68.32838,125.0752,36
11606,69.7812,146.0231,12
11607,64.60544,98.10936,14
11608,69.35659,137.7401,7
11609,65.08819,129.1596,19
11610,67.25428,125.3354,20
11611,67.29744,111.402,25
11612,69.06367,128.8616,18
11613,70.66513,132.245,24
11614,66.34245,136.4106,28
11615,66.88466,133.7811,14
11616,69.83988,132.9299,32
11617,68.64288,108.615,16
11618,68.78708,142.8921,25
11619,68.36723,127.2684,6
11620,71.12176,119.0967,11
11621,68.55132,118.0137,6
11622,71.18105,147.7838,21
11623,68.32621,125.1014,6
11624,66.83958,117.8889,6
11625,69.20216,144.7944,18
11626,66.77853,128.7692,23
11627,66.4406,118.4163,17
11628,69.02771,136.656,26
11629,65.99368,145.7856,24
11630,68.21133,126.3564,20
11631,68.81559,105.3418,19
11632,69.54378,136.0772,7
11633,67.04297,120.8592,16
11634,69.61676,121.0389,27
11635,69.11044,136.6009,25
11636,64.55954,123.4204,22
11637,65.79362,132.5145,
11638,68.99934,125.0189,15
11639,66.16092,137.0073,24
11640,64.3685,110.0215,4
11641,69.87282,124.8993,14
11642,66.0047,116.8211,24
11643,68.96687,121.3857,4
11644,67.76358,142.8913,16
11645,67.2019,118.5255,-5
11646,67.67049,138.3916,17
11647,65.94121,121.8284,30
11648,62.62398,113.6392,16
11649,68.6687,148.4025,22
11650,64.99303,134.3959,29
11651,70.14061,133.8105,26
11652,67.33278,111.0307,11
11653,71.15018,127.3908,9
11654,68.05094,123.1092,22
11655,70.68057,122.0871,29
11656,66.92683,132.5142,5
11657,67.32022,121.7055,19
11658,65.96371,126.1179,34
11659,66.36048,131.4652,8
11660,70.09062,141.6373,8
11661,66.77067,114.939,30
11662,68.7819,128.8125,37
11663,68.06198,125.1513,9
11664,66.87471,124.1839,18
11665,64.991,120.5915,13
11666,64.24525,119.3337,6
11667,64.62759,117.0906,25
11668,67.47845,125.0172,31
11669,68.38035,120.3051,38
11670,67.9413,140.2045,7
11671,69.38765,120.404,20
11672,69.72585,141.0221,27
11673,64.85369,140.5568,17
11674,71.14569,144.9609,5
11675,67.93166,116.703,32
11676,65.8737,130.7339,7
11677,65.27492,120.7876,32
11678,64.36283,122.0425,26
11679,66.53787,116.5946,16
11680,69.52399,133.0562,13
11681,69.13837,139.6702,16
11682,67.67203,123.8558,16
11683,68.95441,141.2783,31
11684,71.04477,140.3705,17
11685,71.39529,149.7633,23
11686,66.54494,127.3852,14
11687,68.28091,136.24,42
11688,67.50144,139.3232,17
11689,68.29474,133.1216,21
11690,70.15135,125.669,28
11691,69.41645,135.8714,9
11692,69.36098,123.6386,29
11693,67.16252,130.6726,21
11694,68.53052,125.4746,10
11695,69.64804,116.6893,26
11696,66.68536,116.2552,18
11697,65.89405,114.064,23
11698,67.96456,118.3278,19
11699,64.66704,113.2242,5
11700,67.83132,131.1598,30
11701,69.37264,132.3018,22
11702,64.63475,122.2873,26
11703,68.45736,121.5602,16
11704,63.66412,121.3552,14
11705,68.23574,134.2459,23
11706,69.90933,145.0568,30
11707,66.34353,119.2517,26
11708,71.08621,131.099,15
11709,69.29874,113.3891,19
11710,69.26027,136.8925,34
11711,68.3563,136.5469,37
11712,68.82059,134.8073,10
11713,67.11847,123.4971,35
11714,70.16349,136.7408,15
11715,67.31192,139.7817,23
11716,65.99526,117.9879,16
11717,70.32862,133.2887,13
11718,66.35638,130.9393,-10
11719,65.46699,113.0275,5
11720,67.06126,114.7648,32
11721,69.37876,133.7697,15
11722,68.55299,132.1181,18
11723,64.28602,117.6389,13
11724,66.98559,124.8642,7
11725,68.3511,129.34,14
11726,70.92088,138.3304,9
11727,65.62372,122.5121,7
11728,67.60294,131.5862,11
11729,65.45098,109.587,22
11730,65.9003,124.6232,17
11731,69.28348,142.1931,21
11732,69.00879,142.8201,17
11733,69.72132,127.0407,23
11734,68.26773,136.2919,41
11735,65.26077,107.3359,8
11736,66.6262,136.8962,21
11737,68.5705,121.4571,25
11738,71.51468,139.7799,33
11739,67.97982,121.0927,12
11740,68.26653,134.6471,14
11741,66.37001,133.1274,10
11742,65.56004,114.0317,21
11743,68.20536,128.2957,
11744,70.14549,138.6955,26
11745,66.01422,114.0106,14
11746,65.59692,127.598,21
11747,66.31345,109.8002,24
11748,70.52695,151.5058,9
11749,65.76106,113.6272,9
11750,69.682,135.5456,13
11751,68.90157,141.6732,24
11752,63.87521,128.004,29
11753,69.44937,144.3768,14
11754,70.3846,166.7687,18
11755,69.16422,138.4332,34
11756,71.0881,151.926,20
11757,64.77026,106.4436,21
11758,69.03944,115.6827,24
11759,68.3332,121.3881,6
11760,67.65971,131.6348,11
11761,65.95743,129.7027,34
11762,68.25092,114.8441,25
11763,70.46955,127.5134,16
11764,69.87183,154.5964,12
11765,70.761,128.8214,18
11766,67.36771,123.046,31
11767,68.31548,114.5312,31
11768,65.10293,133.1303,24
11769,65.23562,107.844,15
11770,70.83969,136.9762,33
11771,68.39903,129.656,30
11772,68.20073,118.2019,19
11773,66.94098,139.2128,36
11774,66.07977,131.8414,33
11775,63.36659,123.006,21
11776,68.65857,126.6649,21
11777,67.37221,137.1801,24
11778,68.43509,136.8554,28
11779,66.22392,122.5205,
11780,71.65466,141.219,25
11781,66.69573,125.1122,14
11782,66.8559,122.1614,18
11783,68.02755,134.7933,23
11784,67.70778,122.2427,19
11785,63.85135,120.1494,20
11786,69.93291,133.902,26
11787,65.84544,129.7101,27
11788,66.74059,135.5989,13
11789,66.49611,132.8285,29
11790,68.53937,136.0357,26
11791,68.24023,126.5821,
11792,70.03063,139.0857,23
11793,67.70792,122.902,37
11794,67.72492,117.4035,8
11795,68.84977,133.9518,20
11796,68.71268,126.3643,26
11797,68.0793,130.2869,4
11798,68.30545,131.6604,6
11799,70.86867,126.5751,31
11800,68.31463,113.4925,12
11801,67.62648,110.1234,5
11802,71.14779,142.3998,25
11803,67.34629,107.1787,37
11804,66.62532,120.6675,9
11805,66.68854,122.4703,6
11806,69.90665,159.966,10
11807,65.51279,108.7832,8
11808,67.47262,117.2175,20
11809,66.25672,116.7766,20
11810,68.30086,127.6778,34
11811,68.31294,138.8446,26
11812,68.45399,108.1145,32
11813,68.64421,140.159,8
11814,65.31594,106.6611,22
11815,68.32665,139.0646,17
11816,69.77082,136.0617,9
11817,66.20932,133.0581,21
11818,68.43401,119.8631,2
11819,65.25387,116.2822,14
11820,71.7355,162.0943,18
11821,67.76721,148.8833,7
11822,70.51655,141.3628,14
11823,70.4336,136.7627,16
11824,64.25671,114.8728,
11825,69.37609,128.0026,11
11826,71.07934,134.5151,11
11827,71.70178,124.1645,39
11828,67.3987,111.3275,
11829,63.62986,113.608,18
11830,67.13345,116.9574,32
11831,68.70886,129.1443,26
11832,67.71809,123.3103,15
11833,67.72767,128.2164,35
11834,70.07335,132.9222,11
11835,64.20874,124.7975,17
11836,70.10636,114.9911,22
11837,65.16199,110.9849,20
11838,68.53018,125.2053,39
11839,69.79457,131.1487,36
11840,67.28489,105.2101,
11841,69.49036,129.6225,7
11842,65.42646,111.7143,
11843,66.31501,105.8468,29
11844,65.73484,104.5094,35
11845,71.30941,152.3587,17
11846,70.22624,147.9016,31
11847,68.04495,130.2388,0
11848,70.27278,138.2409,28
11849,66.97106,135.2028,17
11850,68.55277,123.7852,33
11851,66.17403,118.887,20
11852,71.37583,143.3104,-4
11853,68.1764,130.5409,17
11854,66.28408,142.1004,32
11855,68.15962,113.7851,23
11856,70.00181,137.8272,24
11857,65.30659,129.8103,4
11858,65.67376,120.5005,15
11859,68.92178,119.6501,19
11860,67.6359,140.8418,32
11861,67.91694,119.803,9
11862,67.48812,130.9508,21
11863,69.30675,115.0445,5
11864,67.86395,132.5698,18
11865,65.71274,124.7391,16
11866,67.33136,126.6475,23
11867,69.31735,122.5178,24
11868,67.52153,136.845,15
11869,67.79825,120.662,15
11870,69.26416,131.5304,
11871,66.49667,109.7068,5
11872,66.038,110.9574,10
11873,68.29789,116.7817,25
11874,69.05551,130.8969,27
11875,65.0319,133.1258,29
11876,69.31651,138.9581,
11877,66.21304,128.8419,8
11878,66.18026,122.4841,8
11879,68.86646,120.4853,7
11880,67.86276,148.8508,16
11881,67.17639,121.491,9
11882,66.17,112.3456,21
11883,69.25778,118.8957,29
11884,72.80628,150.9784,30
11885,67.49802,145.0319,15
11886,68.53323,106.9801,34
11887,67.72701,110.8524,15
11888,67.403,123.071,
11889,70.97371,137.9285,23
11890,65.88602,127.0234,
11891,64.69625,116.2922,13
11892,65.07999,107.0743,0
11893,67.33598,107.7602,12
11894,67.17823,120.969,
11895,68.2152,122.5298,28
11896,68.27877,120.1926,31
11897,70.32072,125.2459,0
11898,68.84149,118.773,0
11899,65.41384,127.5122,27
11900,66.90698,122.5176,27
11901,66.92565,109.6505,12
11902,72.16852,125.865,16
11903,67.58419,124.551,15
11904,71.05097,139.1868,8
11905,68.65329,121.3343,21
11906,71.13818,125.2209,16
11907,69.83064,113.8154,26
11908,69.24294,128.4726,28
11909,70.80795,148.2193,5
11910,71.4514,142.4792,30
11911,68.34795,137.6452,25
11912,66.96807,123.2171,35
11913,67.35193,135.7481,37
11914,66.3123,119.4157,24
11915,68.38857,153.2032,7
11916,68.72186,120.7069,-3
11917,64.6156,124.8206,14
11918,71.04385,149.3598,29
11919,65.5576,112.7,17
11920,71.7762,137.0197,26
11921,67.66805,129.1137,29
11922,70.38662,113.1486,30
11923,65.05914,117.2483,15
11924,69.29376,144.4311,-4
11925,68.92487,123.064,31
11926,73.23153,140.2285,10
11927,67.98518,122.4877,37
11928,66.02174,106.7391,37
11929,62.50806,121.7353,21
11930,67.11208,124.9627,13
11931,67.2525,131.7284,28
11932,66.86219,107.2551,25
11933,66.11034,111.458,15
11934,69.21797,134.1583,17
11935,66.86285,109.4149,23
11936,66.72363,103.4764,14
11937,67.91114,123.3007,
11938,70.15546,129.1033,27
11939,65.1448,108.0862,26
11940,69.16116,125.1179,32
11941,69.14544,144.9626,21
11942,66.79109,114.8214,39
11943,68.56128,127.5046,21
11944,67.77908,120.1861,21
11945,65.8903,108.1277,
11946,64.91798,117.1005,13
11947,65.51983,115.2811,4
11948,70.39488,121.3756,13
11949,68.71595,120.2871,29
11950,69.40879,142.2191,25
11951,63.95804,93.96913,22
11952,68.49986,131.1487,25
11953,65.03967,114.2779,10
11954,67.09578,123.9914,29
11955,70.39063,119.3835,17
11956,69.13445,124.7073,11
11957,69.81349,127.3314,8
11958,67.15358,107.2308,19
11959,66.3247,110.6354,12
11960,67.2547,133.9845,13
11961,67.30359,114.8441,0
11962,68.31411,126.3453,32
11963,66.84937,121.8716,34
11964,66.02415,111.5549,8
11965,69.15659,122.1897,32
11966,68.93022,109.462,3
11967,66.03322,102.562,12
11968,67.12476,120.4642,25
11969,70.94314,133.0277,23
11970,67.95293,137.02,50
11971,68.2514,152.4285,15
11972,69.5022,126.022,22
11973,72.63806,146.3356,18
11974,67.81132,131.4317,16
11975,71.26903,166.1956,26
11976,67.11464,124.0268,18
11977,67.08781,117.2354,18
11978,66.62197,140.1115,17
11979,69.37986,139.854,11
11980,65.72499,112.01,20
11981,68.05531,108.54,
11982,71.06203,142.837,42
11983,67.01009,135.9007,16
11984,67.96128,130.9758,24
11985,69.62918,143.2022,
11986,71.18686,128.6857,18
11987,67.21088,125.6535,22
11988,69.75744,138.2061,23
11989,67.93962,108.2722,12
11990,64.2564,119.722,26
11991,70.57913,130.738,31
11992,70.59481,124.6141,21
11993,69.45839,148.5158,29
11994,65.57668,125.7709,24
11995,67.43466,136.0448,20
11996,69.5304,133.8402,20
11997,68.71379,124.41,22
11998,64.83136,127.0468,14
11999,66.67627,127.5915,29
12000,67.08247,118.982,10
12001,69.6942,113.0169,2
12002,71.94501,119.7111,
12003,67.08849,124.6879,30
12004,66.61029,125.0603,23
12005,67.39237,119.2096,9
12006,71.22979,137.0453,31
12007,68.9821,126.0012,21
12008,66.29932,109.1158,17
12009,67.58579,120.2176,10
12010,69.47049,140.8544,11
12011,67.6955,119.0652,11
12012,68.41184,125.8553,9
12013,66.40097,137.5308,14
12014,65.84222,117.4226,6
12015,65.60355,119.848,8
12016,68.17426,124.7243,21
12017,68.15865,143.2579,14
12018,70.33009,106.6697,17
12019,64.96481,107.2662,9
12020,70.00114,142.0097,16
12021,73.12757,132.9793,15
12022,69.52659,129.1657,17
12023,65.93632,114.5142,10
12024,68.30593,138.0436,13
12025,69.21721,139.1741,53
12026,69.04623,126.3741,
12027,66.51131,122.9418,17
12028,68.41765,122.2372,11
12029,67.20049,119.9224,20
12030,70.56953,138.8804,11
12031,67.02131,120.5036,31
12032,60.86977,108.8633,23
12033,69.59968,133.8641,7
12034,66.90576,125.7039,25
12035,65.4273,104.4564,6
12036,65.45238,118.7077,18
12037,66.18847,114.58,20
12038,69.48939,130.0937,30
12039,67.59082,110.7189,25
12040,69.67,119.2428,17
12041,71.81069,132.4703,23
12042,70.21365,139.1803,18
12043,64.64602,111.6086,9
12044,65.31384,123.2647,9
12045,69.30209,143.2325,23
12046,67.21984,126.4004,24
12047,67.89698,105.7861,21
12048,66.44468,128.4753,1
12049,66.30217,125.448,19
12050,66.29508,123.2967,8
12051,71.81034,120.6109,7
12052,63.62293,130.8869,18
12053,70.64303,135.5782,28
12054,70.85476,131.1407,32
12055,69.81498,141.8795,26
12056,66.1487,120.3851,26
12057,71.03088,146.4631,34
12058,66.13556,114.9154,-5
12059,65.64932,132.7519,26
12060,68.58104,133.0067,23
12061,67.22079,145.6399,
12062,66.40365,123.1849,20
12063,68.52532,125.7403,30
12064,69.32648,119.6727,25
12065,65.36659,116.2944,16
12066,69.04615,133.2845,22
12067,71.37994,141.1697,5
12068,67.13772,110.8047,19
12069,67.3967,124.7118,13
12070,63.83814,110.9801,18
12071,68.25068,132.5773,25
12072,66.36931,115.305,30
12073,70.85914,137.5541,26
12074,67.20268,119.3535,9
12075,65.63288,113.8987,16
12076,71.2199,143.6782,26
12077,67.34903,113.7846,9
12078,67.8991,110.5785,13
12079,65.07971,133.4616,
12080,69.51681,128.293,14
12081,66.2851,111.2819,8
12082,69.68337,134.4863,17
12083,69.65526,151.1571,15
12084,67.96292,133.2323,17
12085,71.32203,140.7135,21
12086,69.05447,138.7171,18
12087,67.94235,131.865,9
12088,68.32092,127.3932,3
12089,69.87217,129.7374,32
12090,66.83557,137.7577,15
12091,70.46217,154.0255,33
12092,67.69032,133.0156,19
12093,69.10601,133.5459,26
12094,70.29157,128.9032,17
12095,70.35631,116.5879,29
12096,67.3204,106.7376,19
12097,71.18881,145.0456,6
12098,65.71934,130.1984,23
12099,67.40796,120.6435,17
12100,65.05988,111.5235,25
12101,68.22719,108.8273,1
12102,69.53688,135.964,26
12103,69.94726,125.3808,17
12104,66.26851,119.7967,24
12105,66.05849,118.3292,13
12106,64.25245,109.5647,27
12107,68.5623,130.1006,7
12108,67.73521,119.7671,5
12109,69.59796,141.5493,18
12110,67.46095,123.7306,3
12111,68.62535,111.0908,20
12112,71.25126,142.7636,21
12113,67.24688,126.8263,15
12114,67.55773,125.1369,-2
12115,68.57922,112.0673,20
12116,67.45327,124.3866,-3
12117,72.5565,145.2378,8
12118,69.50107,122.6854,36
12119,70.01967,134.8425,14
12120,67.2572,132.8406,24
12121,65.22247,118.3554,7
